PROPERTY_ADDRESS,FULL_ADDRESS,NAME,SuppHsg,DBI_VIOLATIONS,Lat,Long
2937 16th ST,2937 16th St,NA,No,4,37.764903,-122.418353
2819 BAKER ST,2819 Baker St,NA,No,4,37.797078,-122.44596
1054 CLAY ST,1054 Clay St,NA,No,4,37.793873,-122.410576
147 GLADEVIEW WY,147 Gladeview Wy,NA,No,4,37.752307,-122.450651
2019 23rd ST,2019 23rd St,NA,No,3,37.754504,-122.400042
515 MINNA ST,515 Minna St,NA,No,3,37.780073,-122.408466
1803 DIVISADERO ST,1803 Divisadero St,NA,No,3,37.786106,-122.440193
878 DOLORES ST,878 Dolores St,NA,No,3,37.755415,-122.425922
42 GARLINGTON CT,42 Garlington Ct,NA,No,3,37.732366,-122.38421
942 JACKSON ST,942 Jackson St,NA,No,3,37.795672,-122.41071
1510 EDDY ST,1510 Eddy St,NA,No,3,37.781585,-122.432759
1485 DOLORES ST,1485 Dolores St,NA,No,3,37.745684,-122.424223
858 ASHBURY ST,858 Ashbury St,NA,No,3,37.766314,-122.445879
201 9th ST,201 9th St,NA,No,3,37.775036,-122.412817
886 LOMBArd ST,886 Lombard St,NA,No,3,37.802675,-122.41611
462 18th AV,462 18th Av,NA,No,3,37.779214,-122.476821
349 CRESCENT AV,349 Crescent Av,NA,No,3,37.735158,-122.417733
2001 PIERCE ST,2001 Pierce St,NA,No,3,37.788752,-122.437433
230 DOLORES ST,230 Dolores St,NA,No,3,37.765628,-122.427179
2807 BRYANT ST,2807 Bryant St,NA,No,3,37.74943,-122.408504
131 JASPER PL,131 Jasper Pl,NA,No,3,37.800985,-122.408589
1000 HOWArd ST,1000 Howard St,NA,No,3,37.779704,-122.407597
1408 SHAFTER AV,1408 Shafter Av,NA,No,3,37.729239,-122.387087
1186 RHODE ISLAND ST,1186 Rhode Island St,NA,No,3,37.754787,-122.401794
1971 GREEN ST,1971 Green St,NA,No,3,37.79636,-122.431448
1203 UNION ST,1203 Union St,NA,No,3,37.799014,-122.419179
201 HARRISON ST,201 Harrison St,NA,No,3,37.78768,-122.390611
4850 3rd ST,4850 3rd St,NA,No,3,37.73429,-122.391145
281 DOLORES ST,281 Dolores St,NA,No,3,37.76509,-122.426015
319 LISBON ST,319 Lisbon St,NA,No,3,37.723098,-122.432432
575 5th AV,575 5th Av,NA,No,3,37.777755,-122.463302
1165 CLAY ST,1165 Clay St,NA,No,3,37.793303,-122.412274
1274 PACIFIC AV,1274 Pacific Av,NA,No,3,37.79596,-122.416219
1342 JONES ST,1342 Jones St,NA,No,3,37.793781,-122.41415
100 FONT BL,100 Font Bl,NA,No,3,37.71603,-122.47317
296 LISBON ST,296 Lisbon St,NA,No,3,37.723767,-122.432509
615 SILVER AV,615 Silver Av,NA,No,3,37.728987,-122.423518
941 JONES ST,941 Jones St,NA,No,3,37.790061,-122.414089
587 DOLORES ST,587 Dolores St,NA,No,3,37.760161,-122.425579
1168 CLAY ST,1168 Clay St,NA,No,3,37.793753,-122.412373
1920 PACIFIC AV,1920 Pacific Av,NA,No,3,37.794613,-122.427197
2437 24th ST,2437 24th St,NA,No,3,37.752909,-122.404074
1348 SACRAMENTO ST,1348 Sacramento St,NA,No,3,37.792417,-122.415008
1148 PALOU AV,1148 Palou Av,NA,No,3,37.729318,-122.3822
1235 BUSH ST,1235 Bush St,NA,No,3,37.78875,-122.4176
201 SANTA ROSA AV,201 Santa Rosa Av,NA,No,3,37.727801,-122.438394
1471 20th AV,1471 20th Av,NA,No,3,37.760327,-122.478353
4661 18th ST,4661 18th St,NA,No,3,37.760171,-122.44259
518 6th AV,518 6th Av,NA,No,3,37.778682,-122.463786
502 CHURCH ST,502 Church St,NA,No,3,37.762696,-122.428727
680 BRUNSWICK ST,680 Brunswick St,NA,No,3,37.709385,-122.447303
48 HAIGHT ST,48 Haight St,NA,No,3,37.773311,-122.423046
967 DOLORES ST,967 Dolores St,NA,No,3,37.753951,-122.424944
401 HYDE ST,401 Hyde St,NA,No,3,37.784601,-122.41633
571 FELL ST,571 Fell St,NA,No,3,37.775202,-122.427155
1501 BRODERICK ST,1501 Broderick St,NA,No,3,37.784466,-122.442266
519 AMAZON AV,519 Amazon Av,NA,No,3,37.715692,-122.435743
66 GEARY ST,66 Geary St,Graystone Hotel,Yes,3,37.788108,-122.404464
2404 BUSH ST,2404 Bush St,NA,No,3,37.786808,-122.436962
1285 SUNNYDALE AV,1285 Sunnydale Av,NA,No,3,37.711234,-122.414235
431 14th AV,431 14th Av,NA,No,3,37.779918,-122.473125
658 28th AV,658 28th Av,NA,No,3,37.776928,-122.487397
2558 CLAY ST,2558 Clay St,NA,No,3,37.790848,-122.435288
252 CHATTANOOGA ST,252 Chattanooga St,NA,No,3,37.752378,-122.426749
234 2ND AV,234 2Nd Av,NA,No,3,37.784332,-122.459892
170 6th AV,170 6th Av,NA,No,3,37.785516,-122.464278
770 OFARRELL ST,770 Ofarrell St,*Edgeworth Hotel,Yes,3,37.785514,-122.417449
4699 3rd ST,4699 3rd St,NA,No,3,37.735686,-122.390032
1225 POTRERO AV,1225 Potrero Av,NA,No,3,37.752585,-122.405963
370 BARTLETT ST,370 Bartlett St,NA,No,3,37.751132,-122.419761
1530 SUNNYDALE AV,1530 Sunnydale Av,NA,No,3,37.71215,-122.416218
1522 19th AV,1522 19th Av,NA,No,3,37.759367,-122.476452
918 SOUth VAN NESS AV,918 South Van Ness Av,NA,No,3,37.758372,-122.417144
826 29th AV,826 29th Av,NA,No,3,37.773773,-122.488242
280 11th AV,280 11th Av,NA,No,3,37.783111,-122.469672
1850 42ND AV,1850 42Nd Av,NA,No,3,37.7522,-122.500721
2955 CLAY ST,2955 Clay St,NA,No,3,37.789487,-122.441691
152 BLYthDALE AV,152 Blythdale Av,NA,No,3,37.710962,-122.419626
2105 ELLIS ST,2105 Ellis St,NA,No,3,37.781142,-122.441046
765 ELLIS ST,765 Ellis St,NA,No,3,37.783849,-122.418772
619 LISBON ST,619 Lisbon St,NA,No,3,37.718434,-122.435959
3374 24th ST,3374 24th St,NA,No,3,37.752328,-122.420179
1376 CHURCH ST,1376 Church St,NA,No,3,37.748839,-122.42744
1122 PINE ST,1122 Pine St,NA,No,3,37.790682,-122.414436
1695 DOLORES ST,1695 Dolores St,NA,No,3,37.742383,-122.42387
1872 SUNNYDALE AV,1872 Sunnydale Av,NA,No,3,37.713246,-122.420171
1244 CALIFORNIA ST,1244 California St,NA,No,3,37.791622,-122.414912
1200 14th AV,1200 14th Av,NA,No,3,37.765439,-122.471453
1429 SUNNYDALE AV,1429 Sunnydale Av,NA,No,3,37.71158,-122.415525
1143 KEARNY ST,1143 Kearny St,NA,No,3,37.798585,-122.405775
902 VALLEJO ST,902 Vallejo St,NA,No,3,37.798279,-122.41233
2778 BRYANT ST,2778 Bryant St,NA,No,3,37.749976,-122.40918
20 SANTOS ST,20 Santos St,NA,No,3,37.711898,-122.418915
552 VALLEJO ST,552 Vallejo St,NA,No,3,37.79903,-122.406563
68 LIEBIG ST,68 Liebig St,NA,No,3,37.709223,-122.45678
2785 JACKSON ST,2785 Jackson St,NA,No,3,37.791512,-122.440793
551 VALLEJO ST,551 Vallejo St,NA,No,3,37.798706,-122.406327
1959 OAK ST,1959 Oak St,NA,No,3,37.77105,-122.451494
1581 UNION ST,1581 Union St,NA,No,3,37.79825,-122.425328
2030 BALBOA ST,2030 Balboa St,NA,No,3,37.776715,-122.48081
1539 24th AV,1539 24th Av,NA,No,3,37.758826,-122.482496
1625 CHESTNUT ST,1625 Chestnut St,NA,No,3,37.801388,-122.429954
1675 CLAY ST,1675 Clay St,NA,No,3,37.792181,-122.420462
1230 EGBERT AV,1230 Egbert Av,NA,No,3,37.720976,-122.389111
33 CAIRE TR,33 Caire Tr,NA,No,3,37.752188,-122.399265
2856 23rd ST,2856 23rd St,NA,No,3,37.754603,-122.409617
462 VALLEJO ST,462 Vallejo St,NA,No,3,37.799329,-122.405062
430 ANZA ST,430 Anza St,NA,No,3,37.780794,-122.451466
643 MASON ST,643 Mason St,NA,No,3,37.789552,-122.410627
1711 25th AV,1711 25th Av,NA,No,3,37.755536,-122.483275
2199 MISSION ST,2199 Mission St,NA,No,3,37.762004,-122.419065
2059 MARKET ST,2059 Market St,NA,No,3,37.767965,-122.427883
1615 LA SALLE AV,1615 La Salle Av,NA,No,3,37.73659,-122.38906
1527 CHURCH ST,1527 Church St,NA,No,3,37.746449,-122.426654
1900 JACKSON ST,1900 Jackson St,NA,No,3,37.793692,-122.426553
833 JONES ST,833 Jones St,NA,No,3,37.789066,-122.413945
655 STOCKTON ST,655 Stockton St,NA,No,3,37.792002,-122.407807
405 DAVIS CT,405 Davis Ct,NA,No,3,37.796398,-122.398408
610 POLK ST,610 Polk St,NA,No,3,37.782414,-122.418765
3265 HARRISON ST,3265 Harrison St,NA,No,3,37.745837,-122.411231
3560 24th ST,3560 24th St,NA,No,3,37.752102,-122.422615
418 PERSIA AV,418 Persia Av,NA,No,3,37.721257,-122.432586
1155 JONES ST,1155 Jones St,NA,No,3,37.792114,-122.414489
2471 MISSION ST,2471 Mission St,NA,No,3,37.757548,-122.418593
6152 CALIFORNIA ST,6152 California St,NA,No,3,37.78413,-122.483777
1538 GREEN ST,1538 Green St,NA,No,3,37.797798,-122.424643
1737 BEACH ST,1737 Beach St,NA,No,3,37.803977,-122.437766
1539 CLAY ST,1539 Clay St,NA,No,3,37.792466,-122.418367
1411 STOCKTON ST,1411 Stockton St,NA,No,3,37.798872,-122.409105
1444 7th AV,1444 7th Av,NA,No,3,37.761421,-122.463654
1522 HOWArd ST,1522 Howard St,NA,No,3,37.772921,-122.416169
765 OFARRELL ST,765 Ofarrell St,NA,No,3,37.784967,-122.417257
587 HAIGHT ST,587 Haight St,NA,No,3,37.771754,-122.431702
655 ANDOVER ST,655 Andover St,NA,No,3,37.735345,-122.416559
2271 UNION ST,2271 Union St,NA,No,3,37.796712,-122.43661
1230 20th AV,1230 20th Av,NA,No,3,37.764773,-122.477952
722 SHOTWELL ST,722 Shotwell St,NA,No,3,37.756702,-122.415892
744 WASHINGTON ST,744 Washington St,NA,No,3,37.795386,-122.405985
2173 GROVE ST,2173 Grove St,NA,No,3,37.773882,-122.452353
1311 ALABAMA ST,1311 Alabama St,NA,No,3,37.75069,-122.410495
425 2ND AV,425 2Nd Av,NA,No,3,37.780651,-122.460287
316 CONNECTICUT ST,316 Connecticut St,NA,No,3,37.762153,-122.397771
451 UNION ST,451 Union St,NA,No,3,37.800555,-122.406834
635 MASON ST,635 Mason St,NA,No,3,37.789481,-122.410613
547 CAMPBELL AV,547 Campbell Av,NA,No,3,37.715323,-122.407298
205 7th AV,205 7th Av,NA,No,3,37.78457,-122.465833
441 7th AV,441 7th Av,NA,No,3,37.780134,-122.465624
355 GREEN ST,355 Green St,NA,No,3,37.799712,-122.405059
1155 TAYLOR ST,1155 Taylor St,NA,No,3,37.793298,-122.413026
1950 GREEN ST,1950 Green St,NA,No,3,37.796895,-122.431343
1053 BUSH ST,1053 Bush St,NA,No,3,37.789142,-122.414521
613 MASONIC AV,613 Masonic Av,NA,No,3,37.775498,-122.446756
23 LIEBIG ST,23 Liebig St,NA,No,3,37.708213,-122.456157
1520 GOUGH ST,1520 Gough St,NA,No,3,37.787752,-122.424956
1 GRIJALVA DR,1 Grijalva Dr,NA,No,3,37.71659,-122.478208
2061 MISSION ST,2061 Mission St,NA,No,3,37.764051,-122.419246
2290 31ST AV,2290 31St Av,NA,No,3,37.744599,-122.488409
225 2ND AV,225 2Nd Av,NA,No,3,37.784436,-122.460557
885 VALLEJO ST,885 Vallejo St,NA,No,3,37.797937,-122.41163
1750 GOLDEN GATE AV,1750 Golden Gate Av,NA,No,3,37.778888,-122.439516
1531 FILBERT ST,1531 Filbert St,NA,No,3,37.799176,-122.424754
951 CONNECTICUT ST,951 Connecticut St,NA,No,3,37.753665,-122.396631
455 COLE ST,455 Cole St,NA,No,3,37.770729,-122.450627
672 CASTRO ST,672 Castro St,NA,No,3,37.758091,-122.435146
3951 MISSION ST,3951 Mission St,NA,No,3,37.734391,-122.425279
1267 EGBERT AV,1267 Egbert Av,NA,No,3,37.721054,-122.390316
5 DWIGHT ST,5 Dwight St,NA,No,3,37.723812,-122.402354
820 BAY ST,820 Bay St,NA,No,3,37.804918,-122.420788
68 5th AV,68 5th Av,NA,No,3,37.787429,-122.46334
1188 HOWArd ST,1188 Howard St,NA,No,3,37.776808,-122.411474
1725 OAKDALE AV,1725 Oakdale Av,NA,No,3,37.735912,-122.393187
1234 MCALLISTER ST,1234 Mcallister St,NA,No,3,37.77894,-122.432615
3350 18th ST,3350 18th St,NA,No,3,37.762104,-122.418479
973 MARKET ST,973 Market St,NA,No,3,37.782424,-122.40935
1839 MASON ST,1839 Mason St,NA,No,3,37.800564,-122.412834
1326 TAYLOR ST,1326 Taylor St,NA,No,3,37.794764,-122.41274
938 ALABAMA ST,938 Alabama St,NA,No,3,37.756263,-122.411588
279 HOWth ST,279 Howth St,NA,No,3,37.719817,-122.451246
667 GREEN ST,667 Green St,NA,No,3,37.799146,-122.41005
1054 HYDE ST,1054 Hyde St,NA,No,3,37.790737,-122.417081
29 GARLINGTON CT,29 Garlington Ct,NA,No,3,37.731784,-122.384666
250 DOUGLASS ST,250 Douglass St,NA,No,3,37.759614,-122.439527
1958 VALLEJO ST,1958 Vallejo St,NA,No,3,37.796221,-122.429523
201 BANKS ST,201 Banks St,NA,No,3,37.74016,-122.412502
2339 MARKET ST,2339 Market St,NA,No,3,37.763209,-122.433811
179 7th AV,179 7th Av,NA,No,3,37.785233,-122.465985
1161 JACKSON ST,1161 Jackson St,NA,No,3,37.794853,-122.414131
1 MAJESTIC AV,1 Majestic Av,NA,No,3,37.718236,-122.450496
11 DIVISADERO ST,11 Divisadero St,NA,No,3,37.76755,-122.436726
1064 WASHINGTON ST,1064 Washington St,NA,No,3,37.794861,-122.410797
3465 25th ST,3465 25th St,NA,No,3,37.750351,-122.419788
430 VALLEJO ST,430 Vallejo St,NA,No,3,37.79928,-122.404632
1385 CLAY ST,1385 Clay St,NA,No,3,37.792937,-122.415798
51 SANTOS ST,51 Santos St,NA,No,3,37.711322,-122.418602
4722 MISSION ST,4722 Mission St,NA,No,3,37.722778,-122.436609
1020 LEAVENWORth ST,1020 Leavenworth St,NA,No,3,37.790644,-122.415377
5550 CALIFORNIA ST,5550 California St,NA,No,3,37.784458,-122.477358
2297 LAGUNA ST,2297 Laguna St,NA,No,3,37.791994,-122.429764
312 BARTLETT ST,312 Bartlett St,NA,No,3,37.75171,-122.419816
3452 19th ST,3452 19th St,NA,No,3,37.760365,-122.420464
3434 21ST ST,3434 21St St,NA,No,3,37.756961,-122.424206
1017 STOCKTON ST,1017 Stockton St,NA,No,3,37.79514,-122.408453
977 PACIFIC AV,977 Pacific Av,NA,No,3,37.796192,-122.411265
1101 CASTRO ST,1101 Castro St,NA,No,3,37.752787,-122.433902
7 SONOMA ST,7 Sonoma St,NA,No,3,37.800228,-122.406396
874 CAROLINA ST,874 Carolina St,NA,No,3,37.757552,-122.400274
211 FAIR OAKS ST,211 Fair Oaks St,NA,No,3,37.753062,-122.423755
31 CAMP ST,31 Camp St,NA,No,3,37.763764,-122.423323
16 COLE ST,16 Cole St,NA,No,3,37.774951,-122.451044
937 CLAY ST,937 Clay St,NA,No,3,37.793794,-122.408544
1778 MISSION ST,1778 Mission St,NA,No,3,37.768682,-122.420335
665 EDDY ST,665 Eddy St,NA,No,3,37.782888,-122.418624
268 CARL ST,268 Carl St,NA,No,3,37.765579,-122.45394
380 14th ST,380 14th St,NA,No,3,37.768341,-122.421743
121 BLYthDALE AV,121 Blythdale Av,NA,No,3,37.710608,-122.419068
198 CARL ST,198 Carl St,NA,No,3,37.765612,-122.452453
755 OFARRELL ST,755 Ofarrell St,NA,No,3,37.784989,-122.417089
2222 CABRILLO ST,2222 Cabrillo St,NA,No,3,37.774787,-122.48267
2941 GOUGH ST,2941 Gough St,NA,No,3,37.800494,-122.428107
946 JONES ST,946 Jones St,NA,No,3,37.790181,-122.413585
1320 LOMBArd ST,1320 Lombard St,NA,No,3,37.801737,-122.423301
40 OSCEOLA LN,40 Osceola Ln,NA,No,3,37.731875,-122.382981
10 AUGUST AL,10 August Al,NA,No,3,37.799715,-122.411435
1846 FELL ST,1846 Fell St,NA,No,3,37.772995,-122.448252
1658 SACRAMENTO ST,1658 Sacramento St,NA,No,3,37.791843,-122.420288
852 VALLEJO ST,852 Vallejo St,NA,No,3,37.798465,-122.411355
1906 FOLSOM ST,1906 Folsom St,NA,No,3,37.766726,-122.415776
140 KINGSTON ST,140 Kingston St,NA,No,3,37.741354,-122.421783
2306 UNION ST,2306 Union St,NA,No,3,37.797,-122.437418
1671 45th AV,1671 45th Av,NA,No,3,37.755412,-122.50483
1640 MASON ST,1640 Mason St,NA,No,3,37.798718,-122.411922
1855 10th AV,1855 10th Av,NA,No,3,37.75355,-122.466985
1845 GREEN ST,1845 Green St,NA,No,3,37.796618,-122.429414
650 EDDY ST,650 Eddy St,NA,No,3,37.78335,-122.418474
4445 3rd ST,4445 3rd St,NA,No,3,37.737222,-122.3896
1021 JONES ST,1021 Jones St,NA,No,3,37.790787,-122.414253
130 FELTON ST,130 Felton St,NA,No,3,37.729846,-122.406213
3428 19th ST,3428 19th St,NA,No,3,37.760386,-122.420113
483 2ND AV,483 2Nd Av,NA,No,3,37.779608,-122.460146
3 COSO AV,3 Coso Av,NA,No,3,37.746672,-122.418011
1489 GUERRERO ST,1489 Guerrero St,NA,No,3,37.747384,-122.422198
1415 HYDE ST,1415 Hyde St,NA,No,3,37.793899,-122.418296
434 5th AV,434 5th Av,NA,No,3,37.780329,-122.462832
2184 BUSH ST,2184 Bush St,NA,No,3,37.787252,-122.433243
1 BLYthDALE AV,1 Blythdale Av,NA,No,3,37.71018,-122.418098
719 HOLLY PARK CR,719 Holly Park Cr,NA,No,3,37.737714,-122.422224
522 3rd AV,522 3rd Av,NA,No,3,37.778773,-122.460568
1575 WASHINGTON ST,1575 Washington St,NA,No,3,37.79333,-122.419015
2265 LARKIN ST,2265 Larkin St,NA,No,3,37.798771,-122.421012
9 SONOMA ST,9 Sonoma St,NA,No,3,37.800307,-122.406412
1250 MASON ST,1250 Mason St,NA,No,3,37.795248,-122.411309
735 OFARRELL ST,735 Ofarrell St,NA,No,3,37.785019,-122.416855
218 EDNA ST,218 Edna St,NA,No,3,37.728613,-122.446288
1368 SACRAMENTO ST,1368 Sacramento St,NA,No,3,37.792454,-122.415459
2235 LEAVENWORth ST,2235 Leavenworth St,NA,No,3,37.801821,-122.418187
1221 HARRISON ST,1221 Harrison St,NA,No,3,37.773226,-122.408838
660 KING ST,660 King St,NA,No,3,37.77029,-122.402806
246 BEMIS ST,246 Bemis St,NA,No,3,37.736421,-122.432055
760 BACON ST,760 Bacon St,NA,No,3,37.725955,-122.410591
1241 FUNSTON AV,1241 Funston Av,NA,No,3,37.764905,-122.470995
2108 MASON ST,2108 Mason St,NA,No,3,37.803046,-122.412841
1187 PALOU AV,1187 Palou Av,NA,No,3,37.729386,-122.383347
2045 GREEN ST,2045 Green St,NA,No,3,37.796191,-122.432779
255 BERRY ST,255 Berry St,NA,No,3,37.774297,-122.394923
26 CHURCH ST,26 Church St,NA,No,3,37.76989,-122.429464
1933 STOCKTON ST,1933 Stockton St,NA,No,3,37.803631,-122.410094
1083 LOMBArd ST,1083 Lombard St,NA,No,3,37.801829,-122.419243
21 CLARENCE PL,21 Clarence Pl,NA,No,3,37.779688,-122.39257
419 PAGE ST,419 Page St,NA,No,3,37.772907,-122.428033
588 PENNSYLVANIA AV,588 Pennsylvania Av,NA,No,3,37.758988,-122.393579
510 GREEN ST,510 Green St,NA,No,3,37.799847,-122.407651
1158 MONTGOMERY ST,1158 Montgomery St,NA,No,3,37.799987,-122.403972
171 FELL ST,171 Fell St,NA,No,3,37.775948,-122.42075
735 FRANCE AV,735 France Av,NA,No,3,37.717268,-122.432027
765 GEARY ST,765 Geary St,NA,No,3,37.786114,-122.415755
59 GLOVER ST,59 Glover St,NA,No,3,37.797037,-122.416202
400 BROADWAY *,400 Broadway,NA,No,3,37.798497,-122.404099
1204 MASON ST,1204 Mason St,NA,No,3,37.794756,-122.411199
1950 POST ST,1950 Post St,NA,No,3,37.785541,-122.433782
891 POST ST,891 Post St,NA,No,3,37.787063,-122.416361
907 VALENCIA ST,907 Valencia St,NA,No,3,37.758351,-122.420958
446 5th AV,446 5th Av,NA,No,3,37.780054,-122.462812
1335 5th AV,1335 5th Av,NA,No,3,37.763521,-122.462311
330 2ND AV,330 2Nd Av,NA,No,3,37.782528,-122.459894
1310 KEARNY ST,1310 Kearny St,NA,No,3,37.800158,-122.40569
1867 DONNER AV,1867 Donner Av,NA,No,3,37.728032,-122.400958
1335 CLAY ST,1335 Clay St,NA,No,3,37.792912,-122.415127
740 15th ST,740 15th St,NA,No,3,37.767165,-122.408443
737 POST ST,737 Post St,NA,No,3,37.787047,-122.414033
1311 SOUth VAN NESS AV,1311 South Van Ness Av,NA,No,3,37.752133,-122.415882
400 MONTEREY BL,400 Monterey Bl,NA,No,3,37.731839,-122.444447
38 CARR ST,38 Carr St,NA,No,3,37.721986,-122.397158
276 8th AV,276 8th Av,NA,No,3,37.783413,-122.466275
3340 24th ST,3340 24th St,NA,No,3,37.752347,-122.419345
2615 HARRISON ST,2615 Harrison St,NA,No,3,37.755461,-122.41185
36 WAYNE PL,36 Wayne Pl,NA,No,3,37.796884,-122.41085
1480 SHAFTER AV,1480 Shafter Av,NA,No,3,37.729988,-122.388333
2261 BUSH ST,2261 Bush St,NA,No,3,37.786607,-122.434448
110 RUSSIA AV,110 Russia Av,NA,No,3,37.720944,-122.436288
432 BROADWAY *,432 Broadway,NA,No,3,37.798441,-122.40453
159 SADOWA ST,159 Sadowa St,NA,No,3,37.712048,-122.457831
24 CALGARY ST,24 Calgary St,NA,No,3,37.708704,-122.416348
1150 CLAY ST,1150 Clay St,NA,No,3,37.793778,-122.412177
334 ARLETA AV,334 Arleta Av,NA,No,3,37.714897,-122.40958
1232 6th AV,1232 6th Av,NA,No,3,37.765452,-122.462905
987 RHODE ISLAND ST,987 Rhode Island St,NA,No,3,37.757365,-122.401678
3282 23rd ST,3282 23rd St,NA,No,3,37.754,-122.418254
95 CARRIZAL ST,95 Carrizal St,NA,No,3,37.708785,-122.420662
441 4th AV,441 4th Av,NA,No,3,37.78021,-122.462405
1003 SHOTWELL ST,1003 Shotwell St,NA,No,3,37.752218,-122.414982
926 TAYLOR ST,926 Taylor St,NA,No,3,37.791141,-122.412047
21 NIAGARA AV,21 Niagara Av,NA,No,3,37.715806,-122.442322
1789 MISSION ST,1789 Mission St,NA,No,3,37.768532,-122.419728
3975 24th ST,3975 24th St,NA,No,3,37.751221,-122.431223
849 KEARNY ST,849 Kearny St,NA,No,3,37.79589,-122.405397
1077 POST ST,1077 Post St,NA,No,3,37.78663,-122.419413
431 23rd AV,431 23rd Av,NA,No,3,37.77949,-122.482872
755 O'FARRELL ST,755 O'Farrell St,NA,No,3,37.78504,-122.4171
1450 DIVISADERO ST,1450 Divisadero St,NA,No,3,37.783005,-122.4385
1070 WASHINGTON ST,1070 Washington St,NA,No,3,37.794848,-122.410897
2015 PALOU AV,2015 Palou Av,NA,No,3,37.738189,-122.398862
675 OFARRELL ST,675 Ofarrell St,NA,No,3,37.785239,-122.41578
22 GEORGE CT,22 George Ct,NA,No,3,37.731301,-122.382743
2006 LOMBArd ST,2006 Lombard St,NA,No,3,37.800291,-122.43472
1028 NEWHALL ST,1028 Newhall St,NA,No,3,37.737962,-122.390385
2301 FOLSOM ST,2301 Folsom St,NA,No,3,37.760396,-122.414516
1656 NEWCOMB AV,1656 Newcomb Av,NA,No,3,37.7361,-122.39078
32 LUNDYS LN,32 Lundys Ln,NA,No,3,37.744962,-122.418516
74 TURK ST,74 Turk St,NA,No,3,37.783525,-122.410298
618 EXCELSIOR AV,618 Excelsior Av,NA,No,3,37.72363,-122.428608
130 LEXINGTON ST,130 Lexington St,NA,No,3,37.761174,-122.420967
782 NAPLES ST,782 Naples St,NA,No,3,37.716587,-122.434774
39 BUENA VISTA TR,39 Buena Vista Tr,NA,No,3,37.768264,-122.437996
410 EDDY ST,410 Eddy St,NA,No,3,37.783897,-122.414604
1366 SAN BRUNO AV,1366 San Bruno Av,NA,No,3,37.752225,-122.40459
112 ALBION ST,112 Albion St,NA,No,3,37.764473,-122.42308
1949 SUNNYDALE AV,1949 Sunnydale Av,NA,No,3,37.712741,-122.419637
150 STEINER ST,150 Steiner St,NA,No,3,37.77084,-122.431616
76 CARRIZAL ST,76 Carrizal St,NA,No,3,37.709056,-122.420957
3436 18th ST,3436 18th St,NA,No,3,37.761982,-122.420362
2345 POST ST,2345 Post St,NA,No,3,37.783962,-122.440366
3921 24th ST,3921 24th St,NA,No,3,37.75128,-122.430257
4 GODEUS ST,4 Godeus St,NA,No,3,37.742583,-122.421437
1403 MASON ST,1403 Mason St,NA,No,3,37.796406,-122.411973
1310 LEAVENWORth ST,1310 Leavenworth St,NA,No,3,37.79323,-122.415876
12 RUDDEN AV,12 Rudden Av,NA,No,3,37.724217,-122.440844
479 LOS PALMOS DR,479 Los Palmos Dr,NA,No,3,37.734302,-122.452366
333 BOSWORth ST,333 Bosworth St,NA,No,3,37.733157,-122.429947
1535 FRANCISCO ST,1535 Francisco St,NA,No,3,37.802226,-122.430427
2199 REVERE AV,2199 Revere Av,NA,No,3,37.73776,-122.40144
550 BATTERY ST,550 Battery St,NA,No,3,37.796428,-122.399883
209 HAMILTON ST,209 Hamilton St,NA,No,3,37.728336,-122.4102
1249 MASON ST,1249 Mason St,NA,No,3,37.795097,-122.411698
8100 OCEANVIEW TR,8100 Oceanview Tr,NA,No,3,37.710504,-122.466601
322 32ND AV,322 32Nd Av,NA,No,3,37.783072,-122.492147
6 JOY ST,6 Joy St,NA,No,3,37.743837,-122.40644
444 HYDE ST,444 Hyde St,NA,No,3,37.785084,-122.415823
2677 MCALLISTER ST,2677 Mcallister St,NA,No,3,37.77532,-122.455942
535 TAYLOR ST,535 Taylor St,NA,No,3,37.787442,-122.411888
2 VESTA ST,2 Vesta St,NA,No,3,37.731241,-122.40037
404 PLYMOUth AV,404 Plymouth Av,NA,No,3,37.714264,-122.455827
1739 PINE ST,1739 Pine St,NA,No,3,37.788865,-122.424409
325 SUTTER ST,325 Sutter St,NA,No,3,37.789307,-122.405832
380 5th AV,380 5th Av,NA,No,3,37.781562,-122.462919
1607 HOWArd ST,1607 Howard St,NA,No,3,37.771394,-122.416789
557 FILBERT ST,557 Filbert St,NA,No,3,37.801273,-122.408702
2601 CHESTNUT ST,2601 Chestnut St,NA,No,3,37.799389,-122.446403
180 3rd AV,180 3rd Av,NA,No,3,37.785196,-122.461128
10 BROOKLYN PL,10 Brooklyn Pl,NA,No,3,37.792921,-122.407176
188 KISKA rd,188 Kiska rd,NA,No,3,37.730629,-122.377093
2355 FRANCISCO ST,2355 Francisco St,NA,No,3,37.800511,-122.443911
554 BROADWAY *,554 Broadway,NA,No,3,37.798093,-122.406408
418 2ND AV,418 2Nd Av,NA,No,3,37.780748,-122.459637
1054 SUTTER ST,1054 Sutter St,NA,No,3,37.788372,-122.417831
73 HAROLD AV,73 Harold Av,NA,No,2,37.719579,-122.453386
1300 26th AV,1300 26th Av,NA,No,2,37.762994,-122.484389
480 ELLIS ST,480 Ellis St,Arlington Residence,Yes,2,37.784981,-122.414135
1760 PACIFIC AV,1760 Pacific Av,NA,No,2,37.794951,-122.424319
50 JOICE ST,50 Joice St,NA,No,2,37.791755,-122.408136
2933 ULLOA ST,2933 Ulloa St,NA,No,2,37.740418,-122.48788
