PROPERTY_ADDRESS,FULL_ADDRESS,NAME,SuppHsg,DBI_VIOLATIONS,Lat,Long
970 CHESTNUT ST,970 Chestnut St,NA,No,10,37.803266,-122.419381
438 24th AV,438 24th Av,NA,No,10,37.781323,-122.483422
10 LUPINE AV,10 Lupine Av,NA,No,10,37.78395,-122.449259
1701 BUSH ST,1701 Bush St,NA,No,10,37.787873,-122.425558
3655 BRODERICK ST,3655 Broderick St,NA,No,10,37.804151,-122.445634
2849 CALIFORNIA ST,2849 California St,NA,No,10,37.787634,-122.441413
1827 MASON ST,1827 Mason St,NA,No,10,37.800447,-122.412783
3285 25th ST,3285 25th St,NA,No,10,37.750579,-122.415603
2515 OCTAVIA ST,2515 Octavia St,NA,No,10,37.795619,-122.42881
360 12th AV,360 12th Av,NA,No,10,37.781567,-122.470435
2425 BUCHANAN ST,2425 Buchanan St,NA,No,10,37.792415,-122.431436
630 HAIGHT ST,630 Haight St,NA,No,10,37.772054,-122.433118
601 CHESTNUT ST,601 Chestnut St,NA,No,10,37.803607,-122.41343
21 SATURN ST,21 Saturn St,NA,No,10,37.762567,-122.441258
1065 SOUth VAN NESS AV,1065 South Van Ness Av,NA,No,10,37.756225,-122.416273
698 BUSH ST,698 Bush St,NA,No,10,37.790371,-122.408594
463 FAXON AV,463 Faxon Av,NA,No,10,37.72298,-122.460544
1330 MASON ST,1330 Mason St,NA,No,10,37.79599,-122.411407
1950 HAYES ST,1950 Hayes St,NA,No,10,37.773916,-122.448522
427 STOCKTON ST,427 Stockton St,NA,No,10,37.790001,-122.407294
1196 JACKSON ST,1196 Jackson St,NA,No,10,37.795143,-122.414603
880 BUSH ST,880 Bush St,NA,No,10,37.790016,-122.411775
1634 LEAVENWORth ST,1634 Leavenworth St,NA,No,10,37.796216,-122.416519
1015 SHOTWELL ST,1015 Shotwell St,NA,No,9,37.751889,-122.414794
2345 BUSH ST,2345 Bush St,NA,No,9,37.786426,-122.435861
3032 16th ST,3032 16th St,NA,No,9,37.765255,-122.420415
149 JULIAN AV,149 Julian Av,NA,No,9,37.765815,-122.420732
483 BRUSSELS ST,483 Brussels St,NA,No,9,37.726221,-122.404957
569 MINNA ST,569 Minna St,NA,No,9,37.779208,-122.409575
481 MINNA ST,481 Minna St,NA,No,9,37.780821,-122.407521
857 CLAY ST,857 Clay St,NA,No,9,37.793953,-122.407382
778 BROADWAY *,778 Broadway,NA,No,9,37.797685,-122.409916
479 19th AV,479 19th Av,NA,No,9,37.778862,-122.478523
1000 SUTTER ST,1000 Sutter St,NA,No,9,37.788337,-122.417184
1235 BAY ST,1235 Bay St,NA,No,9,37.803563,-122.427436
909 STEINER ST,909 Steiner St,NA,No,9,37.7778,-122.433641
24 DORLAND ST,24 Dorland St,NA,No,9,37.762516,-122.42445
2874 16th ST,2874 16th St,NA,No,9,37.765476,-122.416988
3802 MISSION ST,3802 Mission St,NA,No,9,37.735848,-122.424843
425 EDDY ST,425 Eddy St,Eddy Street Appartments,Yes,9,37.783434,-122.414699
338 32ND AV,338 32Nd Av,NA,No,9,37.782787,-122.492127
2 HALE ST,2 Hale St,NA,No,9,37.733032,-122.406148
2240 BAY ST,2240 Bay St,NA,No,9,37.80203,-122.443985
1200 HAIGHT ST,1200 Haight St,NA,No,9,37.770844,-122.442211
143 LOUISBURG ST,143 Louisburg St,NA,No,9,37.720999,-122.449458
455 HYDE ST,455 Hyde St,NA,No,9,37.785056,-122.416469
24 FAIRMOUNT ST,24 Fairmount St,NA,No,9,37.739228,-122.425281
1279 POTRERO AV,1279 Potrero Av,NA,No,9,37.75201,-122.405888
1339 HAYES ST,1339 Hayes St,NA,No,9,37.77462,-122.438459
703 SHOTWELL ST,703 Shotwell St,NA,No,9,37.75708,-122.415376
540 CAPP ST,540 Capp St,NA,No,9,37.758196,-122.418233
465 ELLIS ST,465 Ellis St,NA,No,9,37.784461,-122.413735
2969 JACKSON ST,2969 Jackson St,NA,No,9,37.791021,-122.443794
2838 BAKER ST,2838 Baker St,NA,No,9,37.79747,-122.445458
762 PINE ST,762 Pine St,NA,No,9,37.791373,-122.408511
991 VALENCIA ST,991 Valencia St,NA,No,9,37.757083,-122.420838
879 VALLEJO ST,879 Vallejo St,NA,No,9,37.797937,-122.41163
471 6th AV,471 6th Av,NA,No,9,37.779634,-122.464514
963 VALENCIA ST,963 Valencia St,NA,No,9,37.757517,-122.420879
1734 LAGUNA ST,1734 Laguna St,NA,No,9,37.787244,-122.428225
1159 CLAY ST,1159 Clay St,NA,No,9,37.793315,-122.41218
962 JONES ST,962 Jones St,NA,No,9,37.790262,-122.413601
1382 ALABAMA ST,1382 Alabama St,NA,No,9,37.749804,-122.410965
856 PRESIDIO AV,856 Presidio Av,NA,No,9,37.783731,-122.445861
196 PUTNAM ST,196 Putnam St,NA,No,9,37.73706,-122.411173
2135 SACRAMENTO ST,2135 Sacramento St,NA,No,9,37.790309,-122.428074
190 OFARRELL ST,190 Ofarrell St,NA,No,9,37.786661,-122.407779
1027 JONES ST,1027 Jones St,NA,No,9,37.790787,-122.414253
1012 MASONIC AV,1012 Masonic Av,NA,No,9,37.771852,-122.445358
2044 MISSION ST,2044 Mission St,NA,No,9,37.764234,-122.419937
1175 YORK ST,1175 York St,NA,No,9,37.753348,-122.407959
2829 CLAY ST,2829 Clay St,NA,No,9,37.789751,-122.439604
1067 VALENCIA ST,1067 Valencia St,NA,No,9,37.755855,-122.420669
2366 BRYANT ST,2366 Bryant St,NA,No,9,37.756577,-122.409809
3046 JACKSON ST,3046 Jackson St,NA,No,9,37.79136,-122.445424
3130 CLAY ST,3130 Clay St,NA,No,9,37.789656,-122.444702
3435 20th ST,3435 20th St,NA,No,9,37.758496,-122.417581
452 BARTLETT ST,452 Bartlett St,NA,No,9,37.749667,-122.41962
2230 MISSION ST,2230 Mission St,NA,No,9,37.76125,-122.419727
55 MASON ST,55 Mason St,Ambassador Hotel,Yes,9,37.784029,-122.409608
2303 BUSH ST,2303 Bush St,NA,No,9,37.786592,-122.435226
4141 19th ST,4141 19th St,NA,No,9,37.75904,-122.435698
1925 SUNNYDALE AV,1925 Sunnydale Av,NA,No,9,37.712544,-122.419074
665 GEARY ST,665 Geary St,NA,No,9,37.786325,-122.414105
672 BRUNSWICK ST,672 Brunswick St,NA,No,9,37.709441,-122.44714
730 GONZALEZ DR,730 Gonzalez Dr,NA,No,9,37.718266,-122.480908
1358 CLEMENT ST,1358 Clement St,NA,No,9,37.782757,-122.473963
1132 CLAY ST,1132 Clay St,NA,No,9,37.793815,-122.411882
115 JULIAN AV,115 Julian Av,NA,No,9,37.766273,-122.420776
41 SYCAMORE ST,41 Sycamore St,NA,No,9,37.762558,-122.42041
1411 MASON ST,1411 Mason St,NA,No,9,37.79652,-122.412128
2633 23rd ST,2633 23rd St,NA,No,9,37.754187,-122.406125
253 CHARTER OAK AV,253 Charter Oak Av,NA,No,9,37.733635,-122.40413
2126 24th ST,2126 24th St,NA,No,9,37.753512,-122.401046
1135 BAY ST,1135 Bay St,NA,No,9,37.803777,-122.42575
2893 24th ST,2893 24th St,NA,No,9,37.752528,-122.409872
323 ORIZABA AV,323 Orizaba Av,NA,No,9,37.714797,-122.462883
273 WALLER ST,273 Waller St,NA,No,9,37.771167,-122.428064
146 27th AV,146 27th Av,NA,No,9,37.78663,-122.487033
3057 MARKET ST,3057 Market St,NA,No,9,37.760874,-122.442304
438 VALLEJO ST,438 Vallejo St,NA,No,9,37.799373,-122.40472
1438 LEAVENWORth ST,1438 Leavenworth St,NA,No,9,37.7944,-122.416119
435 BRIGHT ST,435 Bright St,NA,No,9,37.718579,-122.463825
81 9th ST,81 9th St,NA,No,9,37.776673,-122.414827
455 7th AV,455 7th Av,NA,No,9,37.779859,-122.465604
451 DUBOCE AV,451 Duboce Av,NA,No,9,37.76912,-122.430369
48 HENRY ST,48 Henry St,NA,No,9,37.766971,-122.432204
2888 16th ST,2888 16th St,NA,No,9,37.765469,-122.41709
740 LEAVENWORth ST,740 Leavenworth St,NA,No,9,37.788061,-122.414801
1929 LAGUNA ST,1929 Laguna St,NA,No,9,37.788971,-122.429105
24 MELROSE AV,24 Melrose Av,NA,No,9,37.734067,-122.442624
2939 CLEMENT ST,2939 Clement St,NA,No,9,37.781491,-122.490912
1645 FOLSOM ST,1645 Folsom St,NA,No,9,37.770283,-122.415031
4414 CALIFORNIA ST,4414 California St,NA,No,9,37.785191,-122.464947
404 CHESTNUT ST,404 Chestnut St,NA,No,9,37.804283,-122.410214
3001 MISSION ST,3001 Mission St,NA,No,9,37.748833,-122.41772
1115 STOCKTON ST,1115 Stockton St,NA,No,9,37.796062,-122.408586
543 OAK ST,543 Oak St,NA,No,9,37.774103,-122.428225
2904 JACKSON ST,2904 Jackson St,NA,No,9,37.791612,-122.44315
778 SHOTWELL ST,778 Shotwell St,NA,No,9,37.755989,-122.415739
1090 FRANCISCO ST,1090 Francisco St,NA,No,9,37.803677,-122.423128
2947 JACKSON ST,2947 Jackson St,NA,No,9,37.791048,-122.443581
2617 LAGUNA ST,2617 Laguna St,NA,No,9,37.795458,-122.430412
1240 GENEVA AV,1240 Geneva Av,NA,No,9,37.713633,-122.435593
50 LUPINE AV,50 Lupine Av,NA,No,9,37.784178,-122.448318
1902 FOLSOM ST,1902 Folsom St,NA,No,9,37.766795,-122.415783
2401 FILLMORE ST,2401 Fillmore St,NA,No,9,37.791801,-122.434603
1434 JONES ST,1434 Jones St,NA,No,9,37.794578,-122.414395
1226 GRANT AV,1226 Grant Av,NA,No,9,37.798432,-122.406953
644 PACIFIC AV,644 Pacific Av,NA,No,9,37.797168,-122.406353
3835 24th ST,3835 24th St,NA,No,9,37.751409,-122.428114
744 BROADWAY *,744 Broadway,NA,No,9,37.797826,-122.409455
448 34th AV,448 34th Av,NA,No,9,37.78069,-122.494126
29 WAVERLY PL,29 Waverly Pl,NA,No,9,37.793703,-122.406962
3554 20th ST,3554 20th St,NA,No,9,37.758765,-122.420285
1188 MISSION ST,1188 Mission St,NA,No,9,37.77816,-122.412636
774 SHOTWELL ST,774 Shotwell St,NA,No,9,37.756071,-122.415832
776 PINE ST,776 Pine St,NA,No,9,37.791319,-122.408654
1715 MCALLISTER ST,1715 Mcallister St,NA,No,9,37.777264,-122.440435
414 DUNCAN ST,414 Duncan St,NA,No,9,37.74618,-122.42962
201 LEAVENWORth ST,201 Leavenworth St,NA,No,9,37.782987,-122.414274
2200 BEACH ST,2200 Beach St,NA,No,9,37.803628,-122.445563
1142 MASON ST,1142 Mason St,NA,No,9,37.794228,-122.411041
875 SACRAMENTO ST,875 Sacramento St,NA,No,9,37.79306,-122.407181
2286 JACKSON ST,2286 Jackson St,NA,No,9,37.792971,-122.432653
248 SWEENY ST,248 Sweeny St,NA,No,9,37.732443,-122.410282
1441 JONES ST,1441 Jones St,NA,No,9,37.794564,-122.415104
2700 FOLSOM ST,2700 Folsom St,NA,No,9,37.753757,-122.414765
3305 CESAR CHAVEZ ST,3305 Cesar Chavez St,NA,No,9,37.74795,-122.416118
24 LIBERTY ST,24 Liberty St,NA,No,9,37.75791,-122.421827
875 LA PLAYA *,875 La Playa,NA,No,9,37.77167,-122.51034
2868 23rd ST,2868 23rd St,NA,No,9,37.754595,-122.409738
427 CHESTNUT ST,427 Chestnut St,NA,No,9,37.803846,-122.410421
750 OFARRELL ST,750 Ofarrell St,NA,No,9,37.78554,-122.417253
338 FILLMORE ST,338 Fillmore St,NA,No,9,37.77261,-122.43014
309 CHURCH ST,309 Church St,NA,No,9,37.765887,-122.428523
1960 CLAY ST,1960 Clay St,NA,No,9,37.792109,-122.425376
6506 3rd ST,6506 3rd St,NA,No,9,37.719427,-122.397364
69 WOODWArd ST,69 Woodward St,NA,No,9,37.768903,-122.420651
46 SANCHEZ ST,46 Sanchez St,NA,No,9,37.768491,-122.431637
1536 LEAVENWORth ST,1536 Leavenworth St,NA,No,9,37.795308,-122.416217
670 COMMERCIAL ST,670 Commercial St,NA,No,9,37.794206,-122.404237
1068 HOWArd ST,1068 Howard St,NA,No,9,37.778687,-122.408911
126 DOLPHIN CT,126 Dolphin Ct,NA,No,9,37.728213,-122.371023
720 41ST AV,720 41St Av,NA,No,9,37.775045,-122.501236
848 CAPP ST,848 Capp St,NA,No,9,37.753086,-122.417741
2791 16th ST,2791 16th St,Allstar Hotel,Yes,9,37.765084,-122.414959
1300 SACRAMENTO ST,1300 Sacramento St,NA,No,9,37.792442,-122.414601
589 DOLORES ST,589 Dolores St,NA,No,9,37.760077,-122.425571
501 2ND AV,501 2Nd Av,NA,No,9,37.779132,-122.460133
3726 BRODERICK ST,3726 Broderick St,NA,No,9,37.80489,-122.445203
1429 PAGE ST,1429 Page St,NA,No,8,37.771035,-122.444262
3027 SAN BRUNO AV,3027 San Bruno Av,NA,No,8,37.723484,-122.401638
347 EDDY ST,347 Eddy St,NA,No,8,37.783569,-122.413326
141 CHENERY ST,141 Chenery St,NA,No,8,37.739429,-122.425344
2136 CALIFORNIA ST,2136 California St,NA,No,8,37.789749,-122.429645
162 BRIGHT ST,162 Bright St,NA,No,8,37.71363,-122.463216
341 LEXINGTON ST,341 Lexington St,NA,No,8,37.75785,-122.420225
936 PACIFIC AV,936 Pacific Av,NA,No,8,37.796569,-122.410736
831 46th AV,831 46th Av,NA,No,8,37.772768,-122.507102
395 29th AV,395 29th Av,NA,No,8,37.781955,-122.489401
1221 ALEMANY BL,1221 Alemany Bl,NA,No,8,37.730245,-122.431402
2896 22ND ST,2896 22Nd St,NA,No,8,37.756065,-122.412039
260 NEY ST,260 Ney St,NA,No,8,37.729986,-122.42473
430 POINT LOBOS AV,430 Point Lobos Av,NA,No,8,37.780139,-122.508097
628 STEINER ST,628 Steiner St,NA,No,8,37.775249,-122.432608
1925 LAGUNA ST,1925 Laguna St,NA,No,8,37.788905,-122.429074
535 BROADWAY *,535 Broadway,NA,No,8,37.79772,-122.406104
37 PRIEST ST,37 Priest St,NA,No,8,37.793584,-122.415387
656 7th AV,656 7th Av,NA,No,8,37.775959,-122.464662
24 WENTWORth PL,24 Wentworth Pl,NA,No,8,37.795424,-122.40593
2 ARGONAUT AV,2 Argonaut Av,NA,No,8,37.710594,-122.413236
440 EDDY ST,440 Eddy St,*Jefferson Hotel,Yes,8,37.78392,-122.414968
1930 MISSION ST,1930 Mission St,NA,No,8,37.766189,-122.420241
3009 MISSION ST,3009 Mission St,NA,No,8,37.748833,-122.41772
3270 HARRISON ST,3270 Harrison St,NA,No,8,37.745731,-122.411778
938 HAMPSHIRE ST,938 Hampshire St,NA,No,8,37.757025,-122.407968
2014 LAGUNA ST,2014 Laguna St,NA,No,8,37.789868,-122.428672
295 GRAYSTONE TR,295 Graystone Tr,NA,No,8,37.756845,-122.443862
1650 BAKER ST,1650 Baker St,NA,No,8,37.786528,-122.443341
705 VALLEJO ST,705 Vallejo St,NA,No,8,37.798359,-122.408998
402 HAIGHT ST,402 Haight St,NA,No,8,37.772485,-122.429002
949 VALENCIA ST,949 Valencia St,NA,No,8,37.757721,-122.420898
40 TIFFANY AV,40 Tiffany Av,NA,No,8,37.745985,-122.421052
890 ALABAMA ST,890 Alabama St,NA,No,8,37.757683,-122.411602
2268 BUSH ST,2268 Bush St,NA,No,8,37.787143,-122.434634
868 VALENCIA ST,868 Valencia St,NA,No,8,37.758982,-122.421635
765 SOUth VAN NESS AV,765 South Van Ness Av,NA,No,8,37.760914,-122.416876
2985 PACIFIC AV,2985 Pacific Av,NA,No,8,37.791872,-122.444199
412 JOOST AV,412 Joost Av,NA,No,8,37.73251,-122.444672
45 AUBURN ST,45 Auburn St,NA,No,8,37.795862,-122.412595
289 CHESTNUT ST,289 Chestnut St,NA,No,8,37.804212,-122.408025
640 MASON ST,640 Mason St,NA,No,8,37.789599,-122.41
1750 BEACH ST,1750 Beach St,NA,No,8,37.804373,-122.438259
1315 POLK ST,1315 Polk St,NA,No,8,37.788921,-122.420626
1126 PACIFIC AV,1126 Pacific Av,NA,No,8,37.796163,-122.413931
1136 MASON ST,1136 Mason St,NA,No,8,37.794148,-122.411064
945 SHOTWELL ST,945 Shotwell St,NA,No,8,37.753293,-122.414933
4725 MISSION ST,4725 Mission St,NA,No,8,37.722589,-122.436051
3345 18th ST,3345 18th St,NA,No,8,37.76178,-122.418017
85 LAKEWOOD AV,85 Lakewood Av,NA,No,8,37.727605,-122.463921
129 JULIAN AV,129 Julian Av,NA,No,8,37.766061,-122.420756
165 GERMANIA ST,165 Germania St,NA,No,8,37.770449,-122.431179
93 SCOTT ST,93 Scott St,NA,No,8,37.770298,-122.435461
270 IVY ST,270 Ivy St,NA,No,8,37.777641,-122.422481
140 MASON ST,140 Mason St,NA,No,8,37.78486,-122.409173
1005 JONES ST,1005 Jones St,NA,No,8,37.790649,-122.414129
1802 DIVISADERO ST,1802 Divisadero St,NA,No,8,37.786363,-122.439805
1242 PACIFIC AV,1242 Pacific Av,NA,No,8,37.795939,-122.415731
715 CHESTNUT ST,715 Chestnut St,NA,No,8,37.803214,-122.415226
2200 JACKSON ST,2200 Jackson St,NA,No,8,37.793133,-122.431499
946 STOCKTON ST,946 Stockton St,NA,No,8,37.794717,-122.407801
3440 20th ST,3440 20th St,NA,No,8,37.759026,-122.417731
1719 PINE ST,1719 Pine St,NA,No,8,37.788939,-122.424155
1807 BROADWAY *,1807 Broadway,NA,No,8,37.794998,-122.427138
936 LEAVENWORth ST,936 Leavenworth St,NA,No,8,37.789862,-122.415162
874 SACRAMENTO ST,874 Sacramento St,NA,No,8,37.793357,-122.407494
1335 BAY ST,1335 Bay St,NA,No,8,37.803367,-122.428974
3947 MISSION ST,3947 Mission St,NA,No,8,37.734445,-122.425226
2440 MARKET ST,2440 Market St,NA,No,8,37.762731,-122.435871
15 SHIELDS ST,15 Shields St,NA,No,8,37.71773,-122.462961
1270 CHESTNUT ST,1270 Chestnut St,NA,No,8,37.802641,-122.424155
44 CERVANTES BL,44 Cervantes Bl,NA,No,8,37.803624,-122.437769
767 CHESTNUT ST,767 Chestnut St,NA,No,8,37.803222,-122.415926
1810 15th ST,1810 15th St,NA,No,8,37.766508,-122.424708
318 TOPEKA AV,318 Topeka Av,NA,No,8,37.731554,-122.395638
615 BRAZIL AV,615 Brazil Av,NA,No,8,37.722418,-122.429678
1123 CLAY ST,1123 Clay St,NA,No,8,37.793435,-122.411612
1505 GOUGH ST,1505 Gough St,NA,No,8,37.787433,-122.425469
2913 23rd ST,2913 23rd St,NA,No,8,37.754085,-122.410602
221 7th AV,221 7th Av,NA,No,8,37.784324,-122.465925
559 VALENCIA ST,559 Valencia St,NA,No,8,37.76401,-122.421505
153 VARENNES ST,153 Varennes St,NA,No,8,37.801393,-122.407072
330 PRESIDIO AV,330 Presidio Av,NA,No,8,37.788708,-122.44678
630 40th AV,630 40th Av,NA,No,8,37.776821,-122.500289
494 27th AV,494 27th Av,NA,No,8,37.780312,-122.486681
1549 JONES ST,1549 Jones St,NA,No,8,37.795588,-122.415159
1737 JACKSON ST,1737 Jackson St,NA,No,8,37.793562,-122.42381
969 BUSH ST,969 Bush St,NA,No,8,37.789325,-122.413079
1863 DONNER AV,1863 Donner Av,NA,No,8,37.727992,-122.400887
556 UNION ST,556 Union St,NA,No,8,37.800729,-122.408485
1054 PACIFIC AV,1054 Pacific Av,NA,No,8,37.796345,-122.412673
15 SONOMA ST,15 Sonoma St,NA,No,8,37.800388,-122.406428
365 BARTLETT ST,365 Bartlett St,NA,No,8,37.751237,-122.419115
141 EDDY ST,141 Eddy St,West Hotel,Yes,8,37.783986,-122.409938
1040 GREENWICH ST,1040 Greenwich St,NA,No,8,37.801668,-122.416909
1250 PACIFIC AV,1250 Pacific Av,NA,No,8,37.795931,-122.415891
705 BROADWAY *,705 Broadway,NA,No,8,37.79743,-122.408839
932 SHOTWELL ST,932 Shotwell St,NA,No,8,37.75295,-122.415533
940 BAY ST,940 Bay St,NA,No,8,37.804755,-122.42258
825 FILBERT ST,825 Filbert St,NA,No,8,37.800648,-122.413098
1447 BAKER ST,1447 Baker St,NA,No,8,37.784462,-122.443404
1878 9th AV,1878 9th Av,NA,No,8,37.753284,-122.465234
1132 PACIFIC AV,1132 Pacific Av,NA,No,8,37.796154,-122.41401
1754 MISSION ST,1754 Mission St,NA,No,8,37.769005,-122.420243
870 CHESTNUT ST,870 Chestnut St,NA,No,8,37.803341,-122.417659
1341 VALENCIA ST,1341 Valencia St,NA,No,8,37.751398,-122.420245
3782 MISSION ST,3782 Mission St,NA,No,8,37.736277,-122.424708
2251 JACKSON ST,2251 Jackson St,NA,No,8,37.792518,-122.432042
162 CONCOrd ST,162 Concord St,NA,No,8,37.711315,-122.442558
67 BERNArd ST,67 Bernard St,NA,No,8,37.796267,-122.414436
1515 SHAFTER AV,1515 Shafter Av,NA,No,8,37.729967,-122.389375
584 VALLEJO ST,584 Vallejo St,NA,No,8,37.799098,-122.407049
1330 SILVER AV,1330 Silver Av,NA,No,8,37.73103,-122.409859
310 ARBALLO DR,310 Arballo Dr,NA,No,8,37.720789,-122.484186
1625 JONES ST,1625 Jones St,NA,No,8,37.796215,-122.415304
678 BROADWAY *,678 Broadway,NA,No,8,37.79796,-122.408285
1030 LARKIN ST,1030 Larkin St,NA,No,8,37.787483,-122.418121
688 SHOTWELL ST,688 Shotwell St,NA,No,8,37.757438,-122.415964
754 BROADWAY *,754 Broadway,NA,No,8,37.797767,-122.409634
2927 IRVING ST,2927 Irving St,NA,No,8,37.762772,-122.489431
1037 PACIFIC AV,1037 Pacific Av,NA,No,8,37.79605,-122.412311
2814 INGALLS ST,2814 Ingalls St,NA,No,8,37.721456,-122.39117
789 SAN JOSE AV,789 San Jose Av,NA,No,8,37.742502,-122.422871
1106 SHOTWELL ST,1106 Shotwell St,NA,No,8,37.750605,-122.415218
760 BROADWAY *,760 Broadway,NA,No,8,37.797767,-122.409634
1267 CHESTNUT ST,1267 Chestnut St,NA,No,8,37.802118,-122.424044
671 SHOTWELL ST,671 Shotwell St,NA,No,8,37.757717,-122.415357
621 ANDERSON ST,621 Anderson St,NA,No,8,37.735685,-122.415286
3831 24th ST,3831 24th St,NA,No,8,37.751409,-122.428114
593 11th AV,593 11th Av,NA,No,8,37.77723,-122.469556
910 CLAY ST,910 Clay St,NA,No,8,37.794183,-122.408225
2000 TARAVAL ST,2000 Taraval St,NA,No,8,37.742666,-122.487707
594 VALENCIA ST,594 Valencia St,NA,No,8,37.763448,-122.422043
656 OFARRELL ST,656 Ofarrell St,NA,No,8,37.785687,-122.41559
2185 BAY ST,2185 Bay St,NA,No,8,37.801716,-122.442889
1040 BUSH ST,1040 Bush St,Mary Elizabeth Inn,Yes,8,37.789722,-122.414488
791 35th AV,791 35th Av,NA,No,8,37.774172,-122.495344
917 KEARNY ST,917 Kearny St,NA,No,8,37.796439,-122.405384
14 ROSELLA CT,14 Rosella Ct,NA,No,8,37.722194,-122.439101
318 BYXBEE ST,318 Byxbee St,NA,No,8,37.720057,-122.469581
1022 GREENWICH ST,1022 Greenwich St,NA,No,8,37.801602,-122.416629
7015 CALIFORNIA ST,7015 California St,NA,No,8,37.783302,-122.492966
3149 CALIFORNIA ST,3149 California St,NA,No,8,37.787011,-122.445981
797 14th ST,797 14th St,NA,No,8,37.767458,-122.430822
824 SARGENT ST,824 Sargent St,NA,No,8,37.716274,-122.470309
1915 LAGUNA ST,1915 Laguna St,NA,No,8,37.788837,-122.42906
42 ORBEN PL,42 Orben Pl,NA,No,8,37.788636,-122.432817
1282 PACIFIC AV,1282 Pacific Av,NA,No,8,37.795859,-122.41636
275 10th ST,275 10th St,Bishop Swing,Yes,8,37.773397,-122.412786
2652 POLK ST,2652 Polk St,NA,No,8,37.801208,-122.422666
1119 SHOTWELL ST,1119 Shotwell St,NA,No,8,37.750456,-122.414675
1104 STOCKTON ST,1104 Stockton St,NA,No,8,37.795972,-122.407995
1667 FULTON ST,1667 Fulton St,NA,No,8,37.775936,-122.443985
2426 BUCHANAN ST,2426 Buchanan St,NA,No,8,37.792711,-122.430938
1075 WASHINGTON ST,1075 Washington St,NA,No,8,37.794386,-122.411001
4337 19th ST,4337 19th St,NA,No,8,37.758881,-122.437644
2130 41ST AV,2130 41St Av,NA,No,8,37.746997,-122.499283
2133 STOCKTON ST,2133 Stockton St,NA,No,8,37.805682,-122.410674
846 CAPP ST,846 Capp St,NA,No,8,37.753086,-122.417741
50 POTOMAC ST,50 Potomac St,NA,No,8,37.770023,-122.432303
760 SHOTWELL ST,760 Shotwell St,NA,No,8,37.756265,-122.41585
315 11th AV,315 11th Av,NA,No,8,37.782337,-122.470075
1445 LA SALLE AV,1445 La Salle Av,NA,No,8,37.733797,-122.385771
1930 22ND AV,1930 22Nd Av,NA,No,8,37.751625,-122.479184
940 LEAVENWORth ST,940 Leavenworth St,NA,No,8,37.789925,-122.415194
39 WAVERLY PL,39 Waverly Pl,NA,No,8,37.793776,-122.406977
34 SPOFFOrd ST,34 Spofford St,NA,No,8,37.794569,-122.407266
760 7th AV,760 7th Av,NA,No,8,37.774232,-122.464537
87 CRESCENT AV,87 Crescent Av,NA,No,8,37.735398,-122.422993
950 BAY ST,950 Bay St,NA,No,8,37.804726,-122.422808
467 6th AV,467 6th Av,NA,No,8,37.779702,-122.464519
3226 26th ST,3226 26th St,NA,No,8,37.749497,-122.414428
125 GALEWOOD CR,125 Galewood Cr,NA,No,8,37.752011,-122.457269
1086 SOUth VAN NESS AV,1086 South Van Ness Av,NA,No,8,37.755806,-122.416889
832 RUSSIA AV,832 Russia Av,NA,No,8,37.718098,-122.43041
45 BROSNAN ST,45 Brosnan St,NA,No,8,37.768551,-122.423318
1216 CLAY ST,1216 Clay St,NA,No,8,37.793544,-122.413277
1556 KIRKWOOD AV,1556 Kirkwood Av,NA,No,8,37.737818,-122.388808
1383 38th AV,1383 38th Av,NA,No,8,37.761141,-122.497628
3279 CESAR CHAVEZ ST,3279 Cesar Chavez St,NA,No,8,37.747938,-122.415611
300 JOOST AV,300 Joost Av,NA,No,8,37.732486,-122.442304
643 MINNA ST,643 Minna St,NA,No,8,37.777845,-122.411313
701 24th AV,701 24th Av,NA,No,8,37.776138,-122.483566
1455 FILBERT ST,1455 Filbert St,NA,No,8,37.799342,-122.423034
399 EDINBURG ST,399 Edinburg St,NA,No,8,37.722788,-122.430538
172 6th ST,172 6th St,Dudley Apartments,Yes,8,37.779831,-122.407795
985 SHOTWELL ST,985 Shotwell St,NA,No,8,37.752653,-122.414989
308 EDDY ST,308 Eddy St,NA,No,8,37.784115,-122.412921
2156 MARKET ST,2156 Market St,NA,No,8,37.766985,-122.430348
890 KANSAS ST,890 Kansas St,NA,No,8,37.758356,-122.403239
2036 GREEN ST,2036 Green St,NA,No,8,37.796769,-122.432745
1956 MASON ST,1956 Mason St,NA,No,8,37.801734,-122.412604
1123 STOCKTON ST,1123 Stockton St,NA,No,8,37.796146,-122.408603
587 LONDON ST,587 London St,NA,No,8,37.719689,-122.437186
767 6th AV,767 6th Av,NA,No,8,37.774388,-122.464133
431 6th AV,431 6th Av,NA,No,7,37.780319,-122.464563
2 BRITTON ST,2 Britton St,NA,No,7,37.713753,-122.412279
2249 BEACH ST,2249 Beach St,NA,No,7,37.803102,-122.446088
1208 STOCKTON ST,1208 Stockton St,NA,No,7,37.796949,-122.408254
521 BURROWS ST,521 Burrows St,NA,No,7,37.727507,-122.408432
371 4th AV,371 4th Av,NA,No,7,37.781718,-122.462514
2190 BEACH ST,2190 Beach St,NA,No,7,37.803704,-122.445041
882 26th AV,882 26th Av,NA,No,7,37.772886,-122.485005
1550 BAY ST,1550 Bay St,NA,No,7,37.803726,-122.432381
3324 19th ST,3324 19th St,NA,No,7,37.760541,-122.417664
2707 44th AV,2707 44th Av,NA,No,7,37.73605,-122.502378
